content,score,label,preprocessed_content
"Aplikasi paling buruk yang pernah saya install, heran sekelas telkom kok aplikasinya seperti ini, udh lemot, tukar hadiah gak bisa, lapor juga penanganannya lama. Percuma punya koin banyak tp gak bisa ditukar. Sebenernya niat buat aplikasi gak? Kalau banyak bug gini mending gak usah kasihan pelanggannya malah citra Telkom jadi buruk.",1,0,aplikasi paling buruk yang pernah saya instal heran kelas telkom kok aplikasi seperti ini sudah lemot tukar hadiah enggak bisa lapor juga tangan lama percuma punya koin banyak tapi enggak bisa tukar benar niat buat aplikasi enggak kalau banyak bug begini mending enggak usah kasihan langgan malah citra telkom jadi buruk 
Mangyan,4,1,mangyan
Internet stabil,5,1,internet stabil
"sangat kecewa dengan pelayanan telkom indihome, saat telat bayar satu tidak ada satu menit saja pasti langsung di isolir, tapi saat ada kendala dalam jaringan penangananya sangat berbelit dan sangat lama",1,0,sangat kecewa dengan layan telkom indihome saat telat bayar satu tidak ada satu menit saja pasti langsung di isolir tapi saat ada kendala dalam jaring penangananya sangat belit dan sangat lama
awas banyak pesaing...jangan mengecewakan .,5,0,awas banyak saing jangan kecewa 
Bagus,1,1,bagus
"Padahal mau berhenti langganan dri 10blan terkhir susah bnget gak jelas penangan ya , udh pindah rumah juga ttep aja gak jelas ini yg nanganin, di over sana sini harus ini itu ttep aja GK bisa , yg mau make Indihome pikir2 lagi deh",1,0,padahal mau henti langgan dari blan terkhir susah banget enggak jelas nang ya sudah pindah rumah juga tetap saja enggak jelas ini yang nanganin di over sana sini harus ini itu tetap saja enggak bisa yang mau pakai indihome pikir lagi deh
Jalan tol pun kalah lancarnya 👍👍,5,1,jalan tol pun kalah lancar 
"Baru update, malah gabisa login. Terpaksa login via web. Dan auto Uninstall ini aplikasi ga guna, karena gabisa login lagi. Percuma keseringan update, bukannya memperbaik, malah memperburuk.",1,0,baru update malah enggak bisa login paksa login via web dan auto uninstal ini aplikasi enggak guna karena enggak bisa login lagi percuma sering update bukan baik malah buruk 
Applikasinya ga bs digunakan,1,0,applikasinya enggak bisa guna
mantap,5,1,mantap
"Jaringannya bagus dan cepat buat internetan, meskipun sering ada kendala tapi teratasi dengan cepat",5,1,jaring bagus dan cepat buat internetan meski sering ada kendala tapi atas dengan cepat
Bagus.. pelayann cepat tanggap. Internet lancar. Selebihnya biar bintang yng bicara,5,1,bagus layan cepat tanggap internet lancar lebih biar bintang yang bicara
"Aplikasi layanan Internet, tapi aplikasinya lemot, haduh",1,0,aplikasi layan internet tapi aplikasi lemot aduh
Jaringan bermasalah mulu ... Mau bayar dipersulit malah buat aplikasi kaga jelas,2,0,jaring masalah mulu mau bayar sulit malah buat aplikasi kagak jelas
Bagus,5,1,bagus
"Aplikasi bodoh bin ngeselin, login disuruh ganti password Mulu, yg nyahut slalu mesin, Indihome memang payah",1,0,aplikasi bodoh bin kesal login suruh ganti password mulu yang nyahut selalu mesin indihome memang payah
Lemoootttt,1,0,lemooot
Jaringan sering bermasalah,1,0,jaring sering masalah
UDAH MAHAL LEMOT,1,0,sudah mahal lemot
"Jaringan Lelet, Gak stabil, bahkan untuk buka Aplikasi nya sendiri saja gak bisa.",1,0,jaring lelet enggak stabil bahkan untuk buka aplikasi nya sendiri saja enggak bisa 
Ok,5,1,ok
Sangat membantu,3,1,sangat bantu
Pelayanan parah CS gak ada koordinasj,1,0,layan parah cs enggak ada koordinasj
"Indihome paling jujur sedunia, internet lancar, stabil dan paling cepat di seluruh dunia, namun kecepatan download dan uploud belum 1 : 1.",5,1,indihome paling jujur dunia internet lancar stabil dan paling cepat di seluruh dunia namun cepat download dan uploud belum  
Benahi klo mau bintang full. Jangan maksa bintang full tapi aplikasi jelek.,1,0,benah kalo mau bintang ful jangan maksa bintang ful tapi aplikasi jelek 
Aplikasi bagus,5,1,aplikasi bagus
Terima Kasih,5,1,terima kasih
Not bad lah. Bisa tau bayar nya,5,1,not bad lah bisa tau bayar nya
Sip jos,5,1,sip jos
Apkikasi yg bikin terharu,1,0,apkikasi yang bikin haru
Sangat membantu dan mudah penggunaannya,5,1,sangat bantu dan mudah guna
Tolong dong min. Perbaiki aplikasi biar ga lemot saat make. Pdhal koneksi internet lancar jaya. Terimakasih,5,0,tolong dong min baik aplikasi biar enggak lemot saat pakai padahal koneksi internet lancar jaya terimakasih
"Sampai saat ini saya belum bisa masuk ke aplikasi, katanya saya belum terdaftar, setelah saya melakukan pendaftaran katanya saya sudah terdaftar, seperti itu terus, saya sudah mencoba pergi ke GraPARI, tetapi tetap tidak mendapatkan jawaban, dan pihak GraPARI juga bingung dengan masalah saya",1,0,sampai saat ini saya belum bisa masuk ke aplikasi kata saya belum daftar telah saya laku daftar kata saya sudah daftar seperti itu terus saya sudah coba pergi ke grapari tetapi tetap tidak dapat jawab dan pihak grapari juga bingung dengan masalah saya
"Sumpah apk nya, udah bayar pake apk ini trus pilih pembayaran pake dana eh blm masuk, tapi di dana berhasil astagfirullah.... Gmna yaa Masih ada tagihan, nyesel bayar nya pake apk ini mending langsung via BCA ajah",1,0,sumpah apk nya sudah bayar pakai apk ini terus pilih bayar pakai dana eh belum masuk tapi di dana hasil astagfirullah bagaimana ya masih ada tagih sesal bayar nya pakai apk ini mending langsung via baca saja
Apk ga gunaa,1,0,apk enggak guna
Jaringan stabil,5,1,jaring stabil
Jaringan jelek nyessel pasang indihome kayak taik,1,0,jaring jelek nyessel pasang indihome kayak tahi
ngotak dikit lah kalo malam sering lag apa coba,1,0,ngotak dikit lah kalo malam sering lag apa coba
"Kurang bagus, banyak loadingnya padahal internet stabil",3,0,kurang bagus banyak loadingnya padahal internet stabil
Aplikasi sangat jelek,1,0,aplikasi sangat jelek
Cintai produk lokal,5,1,cinta produk lokal
"Aplikasi MyIndihome masih sering LoLa (Loading Lama) dalam pengambilan data... kadang HARUS tutup-paksa aplikasi biar lancar, dan kadang, pas mau pembayaran tagihan juga sering was-was takut pending dsb.. Saya pengguna Indihome sudah 3 tahun, Aplikasi my Indihome begini-begini terus. Sekarang Indihome sudah bagian dari Telkomsel, harus ditangani sama IT Telkomsel biar bagus seperti aplikasi MyTelkomsel. Salam.. (POCO M4 Pro RAM 8GB)",3,0,aplikasi myindihome masih sering lola loading lama dalam ambil data kadang harus tutup paksa aplikasi biar lancar dan kadang pas mau bayar tagih juga sering was was takut pending dsb saya guna indihome sudah tahun aplikasi my indihome begini begini terus sekarang indihome sudah bagi dari telkomsel harus tangan sama itu telkomsel biar bagus seperti aplikasi mytelkomsel salam poco sama pro ram gb
Apk tertutup sendiri pas mau verifikasi akun gmail.,5,0,apk tutup sendiri pas mau verifikasi akun gmail 
Ok,4,1,ok
Kenapa tidak bisa blok device? Orbit aja bisa masa modem fiber optic ngk bisa?,1,0,kenapa tidak bisa blok device orbit saja bisa masa modem fiber optic enggak bisa 
aplikasi lambat,1,0,aplikasi lambat
aplikasinya lambat.. tambah poin tidak bisa ditukar hmmm,1,0,aplikasi lambat tambah poin tidak bisa tukar hm
Koneksi harap di benahin lagi,5,1,koneksi harap di benah lagi
sangat puas,4,1,sangat puas
"Aplikasi dipake lemot banget, sedang peningkatan layanan terus, padahal koneksi aplikasi lain oke aja. G banget ni aplikasi",1,0,aplikasi pakai lemot banget sedang tingkat layan terus padahal koneksi aplikasi lain oke saja enggak banget nih aplikasi
Jaringan Terbaik pelayanan perbaikan sangat cepat dan responsive,5,1,jaring baik layan baik sangat cepat dan responsive
"Apk apa neh..masuk z Ega bisa.. Kemaren bisa z, timbul mau masuk minta kata sandi baru.. Sdh bikin kata sandi batu tetap z Ega bisa masuk²..",1,0,apk apa nih masuk saja ega bisa kemarin bisa saja timbul mau masuk minta kata sandi baru sudah bikin kata sandi batu tetap saja ega bisa masuk 
Sangat bagus,5,1,sangat bagus
Lumayan,4,1,lumayan
Sangat bagus dan memuaskan terima kasih Indihome,5,1,sangat bagus dan muas terima kasih indihome
Kenapa gangguan,5,1,kenapa ganggu
App my indihome kadang lelet pad buka menu pilihan didalam app nya. Padahal jaringan wifi lagi kenceng,3,0,ap my indihome kadang lelet pad buka menu pilih dalam ap nya padahal jaring wifi lagi kencang
Ok banget,4,1,ok banget
Lemot,3,0,lemot
"Semakin kesini aplikasi semakin meningkat dan melakukan pengembangan ke arah yang lebih baik, semoga perusahaan BUMN ini semakin maju ditengah persaingan internet di Indonesia, karena hanya indihome yang sudah masuk ke pelosok-pelosok desa dinegeri ini, jaya terus indihome Indonesia tingkatkan kualitas dan jaringan terbaik untuk membangun negeri, salam satu Indonesia. Terima kasih, makin mantap, jaya selalu setelah bergabung bersama Telkomsel. Mantab jozzz...",5,1,makin kesini aplikasi makin tingkat dan laku kembang ke arah yang lebih baik moga usaha bumn ini makin maju tengah saing internet di indonesia karena hanya indihome yang sudah masuk ke pelosok pelosok desa negeri ini jaya terus indihome indonesia tingkat kualitas dan jaring baik untuk bangun negeri salam satu indonesia terima kasih makin mantap jaya selalu telah gabung sama telkomsel mantab joz 
Semakin mudah menikmati pelayanan wifi indihome,5,1,makin mudah nikmat layan wifi indihome
Mantabz,5,1,mantabz
"Sorry to say,,aplikasi masih sama dengan aplikasi sebelumnya,,proses masuk ke akun buffering lamaaaaa bgt",1,0,sorry tapi sayang aplikasi masih sama dengan aplikasi belum proses masuk ke akun buffering lama banget
oke mantap,5,1,oke mantap
"Tolong itu yg metode pembyran shopeepay dihapuskan saja, smpe skrg saldo sya blm balik²",1,0,tolong itu yang metode pembyran shopeepay hapus saja sampai sekarang saldo saya belum balik
Ok,4,1,ok
Bagus dan mudah untuk di gunakan,5,1,bagus dan mudah untuk di guna
Ga Guna!!!!,1,0,enggak guna 
koneksi lancar bandwid sesuai pilihan,5,1,koneksi lancar bandwid sesuai pilih
Setelah di update ke versi 4.10.8 Kode OTP harus kirim via SMS TIDAK BISA VIA WHATSAPP Enak pakai versi 4.10.7 Mohon di evaluasi ! Thanks,4,0,telah di update ke versi kode otp harus kirim via sms tidak bisa via whatsap enak pakai versi mohon di evaluasi thanks
Layanan ganguan tidak ada tanggapan,1,0,layan ganguan tidak ada tanggap
Thanks you Indihome,5,1,thanks you indihome
Tetap utamakan pelayanan ya.. Mantab,5,1,tetap utama layan ya mantab
aplikasi semakin ribet,1,0,aplikasi makin ribet
Aplikasii lemot banget padahal koneksi bagusan banget lancar jaya,1,0,aplikasi lemot banget padahal koneksi bagus banget lancar jaya
"Seharusnya jika melakukan pengajuan berlangganan di sediakan fitur tambah tiang atau ODP baru. jika dirasa tiang tersedia dan ODP penuh, atau tiang dan ODP tidak tersedia. user tidak bisa mengajukan langganan. Jangan sudah order tapi ga ada tindak lanjut sampai bertahun² tanpa expired otomatis",1,0,harus jika laku aju langgan di sedia fitur tambah tiang atau odp baru jika rasa tiang sedia dan odp penuh atau tiang dan odp tidak sedia user tidak bisa aju langgan jangan sudah order tapi enggak ada tindak lanjut sampai tahun tanpa expired otomatis
Aplikasi Bug. Segera perbaiki,1,0,aplikasi bug segera baik
tidak dapat mengatur penggunaan di aplikasi ini selalu ada keterangan mohon maaf kami sedang melakukan peningkatan layanan.,2,0,tidak dapat atur guna di aplikasi ini selalu ada terang mohon maaf kami sedang laku tingkat layan 
Memuaskam,5,1,memuaskam
"Sangat menyedihkan, mau masuk saja langsung Freeze, developer butuh vendor yg berkualitas kah ? Call saya aja, daripada cuma ngabisin anggaran ga jelas",1,0,sangat sedih mau masuk saja langsung freeze developer butuh vendor yang kualitas kah cal saya saja daripada cuma ngabisin anggar enggak jelas
Mantul,5,1,mantul
Yosh,5,1,yosh
Biaya tambahan naiknya sampai 70rb awalnya bayar 289rb tahun 2021 naik jadi 323rb (tahun 2022-2023) sekarang sudah 388rb (2023). Hampir 400rb. Padahal ga aktifin layanan apa2. Kalau naik jgn byk2 dong indihome..bisa berpindah hati sy nanti.,3,0,biaya tambah naik sampai ribu awal bayar ribu tahun naik jadi ribu tahun  sekarang sudah ribu  hampir ribu padahal enggak aktifin layan apa kalau naik jangan banyak dong indihome bisa pindah hati saya nanti 
Tiba telat satu hari aja Uda kenak denda..tiba nya Indihome internet nya gangguan sampai berjam-jam bahkan dalam sebulan beberapa kali apa gak ada kompensasi nya terhadap konsumen..gak adil..,1,0,tiba telat satu hari saja sudah nak denda tiba nya indihome internet nya ganggu sampai jam jam bahkan dalam bulan beberapa kali apa enggak ada kompensasi nya hadap konsumen enggak adil 
Sering eror,1,0,sering eror
Mantap,5,1,mantap
"Aplikasi sampah,, mau bayar tagihan aja susah",1,0,aplikasi sampah mau bayar tagih saja susah
"Kalau memang kesalahan dari perusahaan jangan mengorbankan client yang alasan mencapai FUP dalam 1 bulan 1500GB , sedangkan penggunaan saya rata2 dalam 1 hari cuman 6GB,,sangat sudah tidak nyaman lagi dengan customer service nya,, terutama yang WA saya kemarin,,makin gajelas,,saya lebih dukung internet PLN yang sama2 plat merah",5,0,kalau memang salah dari usaha jangan korban client yang alas capai fup dalam bulan gb sedang guna saya rata dalam hari cuman gb sangat sudah tidak nyaman lagi dengan customer service nya utama yang wa saya kemarin makin enggak jelas saya lebih dukung internet pln yang sama plat merah
Sudah bagus tp mohon untuk tombol mengubah sandi wifi dan nama wifi buat didepan tampilan agar mudah dicari,5,1,sudah bagus tapi mohon untuk tombol ubah sandi wifi dan nama wifi buat depan tampil agar mudah cari
Kadang lock out sendiri n sulit verivikasi n harus uninstall trus install lagi,3,0,kadang lock out sendiri n sulit verivikasi n harus uninstal terus instal lagi
"Gak bisaa add on seamless wifi id, sejak update versi baru",1,0,enggak bisa ada on seamles wifi id sejak update versi baru
Terbantu,5,1,bantu
Jos,5,1,jos
Ok lah buat kbutuhan internet,5,1,ok lah buat kbutuhan internet
"Aplikasinya sangat lambat, saya pikir inrternetnya yg lambat, tp begitu buka my telkomsel cepet2 saja, buka web lain cepet saja, berarti masalah ada di aplikasi myindihome Sebaiknya jangan banyak fitur biar lebih cpt loadingnya",4,0,aplikasi sangat lambat saya pikir inrternetnya yang lambat tapi begitu buka my telkomsel cepat saja buka web lain cepat saja arti masalah ada di aplikasi myindihome baik jangan banyak fitur biar lebih cepat loadingnya
"App dah diupdate, malah gak bisa login. Gak bisa nulis email/no HP. Koneksi suka putus nyambung. Nyebelin kalo buat live jualan. Bikin live sepi gara2 ngelag mulu. Kampr3t",1,0,ap deh diupdate malah enggak bisa login enggak bisa tulis email no hp koneksi suka putus sambung sebal kalo buat live jual bikin live sepi gara ngelag mulu kamprt
"login susah, harus mau diulang-ulang login baru bisa masuk",2,0,login susah harus mau ulang ulang login baru bisa masuk
Di tanggal ini apk tidak bisa di gunakan,2,0,di tanggal ini apk tidak bisa di guna
"User interface nya baguss, pilihan paket wifi nya beragam saya tertarik dengan salah satu paket wifi, tingkatkan terus pelayanan nya TOP",5,1,user interface nya bagus pilih paket wifi nya agam saya tarik dengan salah satu paket wifi tingkat terus layan nya top
Stabil dan harga pas,5,1,stabil dan harga pas
Good,5,1,good
"Maaf bgt tp gue muak, apk nya LELET BANGET",1,0,maaf banget tapi gue muak apk nya lelet banget
"Ini knapa abis di update jadi gk bisa login ?, kok update malah jdi error gini, developer nya gk pro kah ? Atau nyari developer yg mau di bayar murah jdi ngefek ke apps yg jelek",1,0,ini knapa habis di update jadi enggak bisa login kok update malah jadi error begini developer nya enggak pro kah atau cari developer yang mau di bayar murah jadi ngefek ke apps yang jelek
"Login pake akun google tapi masih minta verivikasi ke nomor hp,mana udh ga aktif nomor hpnya, jdi g bisa login.",1,0,login pakai akun google tapi masih minta verivikasi ke nomor hp mana sudah enggak aktif nomor hpnya jadi enggak bisa login 
Ga jelas wifi buat kerja malah lemot enak buat main game doang .. mau putus kena denda 1.5 jt . Pemerasan,1,0,enggak jelas wifi buat kerja malah lemot enak buat main game doang mau putus kena denda juta peras
oke,5,1,oke
Aplikasi nya bagus,2,1,aplikasi nya bagus
Update terbaru tidak bisa dibuka 😭😭😭,1,0,update baru tidak bisa buka 
Mantab,5,1,mantab
Bagus,5,1,bagus
Pelayanan sangat baik apabila terjadi ganguan,5,1,layan sangat baik apabila jadi ganguan
My indihome makin bagus🔥❤️❤️ sekarang banyak penawarannya makin bagus filturnya Keren gila sih jadi lebih baik kualitas internetnya jarang gangguan juga 🩷🩷🩷,5,1,my indihome makin bagus sekarang banyak tawar makin bagus filturnya keren gila sih jadi lebih baik kualitas internetnya jarang ganggu juga 
Makin ke sini nih aplikasi bukannya nambah baik malah nambah ancur baru log in suruh log in di kira seru apa buang waktu orang terus lagi mau cari informasi paket di klik jaringan kek 2G muter ngga jelas kek aplikasi ini kalo ga bisa buat aplikasi yang bener mending ga usah!,1,0,makin ke sini nih aplikasi bukan tambah baik malah tambah hancur baru log ini suruh log ini di kira seru apa buang waktu orang terus lagi mau cari informasi paket di klik jaring kayak enggak muter enggak jelas kayak aplikasi ini kalo enggak bisa buat aplikasi yang benar mending enggak usah 
"Poin ga bisa di pake, sedang perbaikan ga selesai"" , payah",1,0,poin enggak bisa di pakai sedang baik enggak selesai payah
